hostel_id,city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,latitude,longitude,distance_to_transport_hub_km,distance_to_popular_places,neighbourhood_popularity_score,walkability_score,noise_level_index,sentiment_score,review_keywords_count,topic_category,recent_sentiment_trend,days_until_checkin,surge_pricing_flag,competitor_average_price,competitor_availability,price_last_week,month,holiday_or_festival,special_event_flag,seasonal_index,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
1043,Chennai,2.45,7.9,227,shared,6,0,1,1,shoulder,0,0.43,13.10330891385991,80.20573330477995,4.57,2.15,3.9,54.0,5.7,0.55,43,value,0.23,66,0,504.93,0.22,546.69,6,1,0,1.1,19,0,1,1,1,1,5,148,shared,1317.68
1044,Kolkata,0.54,8.4,1734,private,8,0,1,1,peak,1,0.66,22.635780917276293,88.44475326169717,2.77,0.92,6.3,90.0,7.2,0.15,31,value,-0.02,74,0,1147.88,0.1,1007.85,4,0,0,0.9,11,1,0,0,0,1,5,365,shared,1987.46
1045,Rishikesh,2.85,9.1,1014,shared,6,0,1,1,low,0,0.88,30.049357115177852,78.25577447429902,0.52,0.29,8.5,68.0,3.0,0.66,20,location,-0.16,1,0,337.56,0.51,366.54,4,0,0,0.9,20,0,1,1,1,0,2,157,shared,1092.88
1046,Delhi,1.35,7.5,1379,private,8,1,1,0,low,0,0.75,28.649817411740965,77.14724993052687,2.06,0.94,9.8,59.0,6.9,0.21,18,value,-0.1,56,0,1162.5,0.4,1320.59,5,0,0,1.0,25,1,0,1,0,1,1,212,shared,1454.91
1047,Kolkata,6.82,9.1,1263,private,6,0,1,1,shoulder,0,0.76,22.55873353790657,88.42671940139344,5.11,1.57,6.5,65.0,1.4,0.5,38,value,0.21,72,1,615.89,0.59,634.38,9,0,0,1.0,38,1,1,1,1,0,5,271,shared,1988.38
1048,Delhi,0.55,8.2,264,private,10,1,1,1,peak,0,0.52,28.739647319916156,77.10352248421394,1.37,1.41,4.2,83.0,3.7,0.99,11,cleanliness,-0.21,32,0,528.3,0.27,1320.11,1,0,0,0.7,43,1,1,1,1,1,5,343,shared,1877.24
1049,Delhi,2.12,6.6,245,shared,6,0,1,0,low,0,0.61,28.641549389787745,77.08232038787418,2.65,0.11,7.8,71.0,7.1,0.16,24,value,0.08,89,0,754.75,0.76,578.89,5,0,0,1.0,30,1,1,1,1,1,2,341,ensuite,823.26
1050,Delhi,2.73,6.1,1059,shared,6,0,1,0,peak,0,0.91,28.74017043843038,77.18559027372302,7.09,0.1,8.3,40.0,2.3,0.92,35,location,-0.29,62,0,441.0,0.41,865.17,5,0,0,1.0,40,1,0,1,0,0,5,169,shared,1588.65
1051,Agra,0.1,7.4,1617,shared,2,0,1,1,low,1,0.45,27.155518729714412,77.95427071058708,2.35,5.04,3.5,95.0,3.0,0.18,26,value,-0.15,15,0,761.39,0.49,1064.69,2,0,0,0.7,23,1,0,1,1,1,5,275,shared,689.65
1052,Kerala,1.36,8.1,1294,shared,4,0,1,0,shoulder,1,0.91,10.909615054778527,76.22249401554383,0.22,0.25,9.0,44.0,8.9,0.45,24,location,0.05,88,1,422.79,0.69,973.89,3,1,0,0.8,44,0,0,1,1,0,3,393,shared,1455.82
1053,Varanasi,3.96,9.2,1799,shared,8,1,1,1,shoulder,1,0.69,25.224967163420658,82.94622406280268,0.56,0.52,8.8,96.0,7.1,0.35,19,noise,-0.03,0,1,880.19,0.23,863.74,4,0,0,0.9,17,0,0,1,1,1,2,259,shared,1327.57
1054,Bangalore,5.15,6.5,280,shared,6,0,1,0,shoulder,0,0.9,13.005196527565879,77.66649315559411,1.81,2.19,6.3,42.0,5.5,0.74,29,location,-0.0,84,0,511.4,0.31,1167.39,1,1,0,0.7,1,1,1,1,1,0,4,306,ensuite,869.3
1055,Kerala,1.13,9.0,132,private,6,0,1,0,low,0,0.59,10.880464467329993,76.35885765284262,0.64,0.79,6.9,86.0,2.9,-0.13,5,cleanliness,0.1,63,1,456.0,0.22,817.54,10,1,0,0.9,42,0,0,1,1,1,4,362,shared,1637.21
1056,Delhi,4.81,9.3,665,shared,4,0,1,0,peak,0,0.6,28.792287095225063,77.04651354295098,6.32,0.3,8.0,72.0,4.1,0.55,21,staff,-0.16,83,0,994.93,0.71,666.49,3,0,0,0.8,14,0,1,1,1,0,1,251,ensuite,1380.21
1057,Goa,10.3,6.6,1290,shared,8,1,1,0,shoulder,0,0.85,15.341973510712815,74.19677402952624,1.04,0.94,7.7,70.0,6.2,0.71,20,staff,-0.13,68,0,1050.29,0.18,1090.45,1,0,0,0.7,39,1,1,0,1,0,1,186,shared,862.99
1058,Pune,5.83,9.2,1689,shared,8,1,1,0,peak,1,0.87,18.579660379284654,73.80834059189371,1.22,1.26,3.1,44.0,2.4,0.37,41,noise,0.11,16,0,306.62,0.49,1331.0,1,0,0,0.7,18,1,0,1,1,0,5,148,ensuite,1161.94
1059,Kolkata,0.38,9.8,1454,shared,4,0,1,1,peak,0,0.54,22.653518203170634,88.45802824934998,2.42,0.9,3.9,54.0,5.3,-0.07,25,cleanliness,0.02,39,0,765.21,0.7,961.52,9,0,0,1.0,41,1,0,1,1,0,5,218,shared,1627.4
1060,Mumbai,4.04,8.8,268,shared,8,1,1,1,shoulder,1,0.98,19.1110103836584,72.89718157839631,1.49,3.77,4.1,87.0,4.7,0.09,31,noise,-0.29,0,0,393.55,0.51,607.68,4,0,1,0.9,16,0,0,1,1,0,4,333,ensuite,1593.89
1061,Hyderabad,1.16,9.0,957,shared,8,0,1,0,low,0,0.45,17.343030726991998,78.38811729348947,0.96,0.5,8.3,93.0,5.3,0.62,39,noise,0.1,12,1,1186.37,0.51,1139.09,4,0,0,0.9,10,0,0,1,1,0,2,122,shared,1114.08
1062,Kerala,13.37,9.8,56,private,8,0,1,1,shoulder,0,0.44,10.924454759916705,76.17792598081424,0.16,1.62,6.1,72.0,2.0,0.87,28,value,0.07,17,0,1117.83,0.15,1138.12,4,0,0,0.9,44,1,1,1,1,0,3,205,shared,1422.35
1063,Rishikesh,1.99,8.3,872,shared,6,1,1,1,shoulder,0,0.76,30.136415623895196,78.19709690616094,1.81,0.18,6.8,61.0,2.0,0.31,6,value,-0.25,67,0,359.67,0.73,593.55,11,0,0,0.8,9,1,1,1,0,0,1,370,shared,1146.78
1064,Agra,0.39,7.2,534,shared,8,0,1,1,low,0,0.83,27.16158752080018,77.94561463156376,4.04,0.75,8.4,44.0,9.7,0.47,29,cleanliness,0.15,13,1,1429.5,0.58,723.09,9,0,0,1.0,14,0,1,1,1,0,5,309,shared,952.67
1065,Chennai,3.87,9.2,897,shared,4,1,1,1,peak,1,0.98,13.124805834529994,80.32422382456532,2.32,2.03,5.4,81.0,9.8,0.07,23,staff,0.01,4,0,1451.95,0.63,455.04,11,0,0,0.8,2,0,0,0,0,0,1,389,shared,1400.77
1066,Udaipur,1.17,8.3,217,private,6,0,1,1,low,1,0.64,24.65893777543623,73.6570531752834,0.96,0.38,8.2,57.0,4.8,0.29,49,location,-0.18,61,1,701.61,0.71,387.63,12,0,0,0.9,42,1,1,0,0,0,4,385,shared,1545.32
1067,Bangalore,17.51,8.2,1344,shared,4,1,1,1,low,0,0.42,13.066730426278255,77.68842832400998,0.27,1.34,6.1,43.0,8.1,0.2,17,value,0.04,32,0,456.74,0.55,1188.1,8,0,0,1.2,21,1,1,1,0,0,2,268,shared,653.92
1068,Mumbai,11.7,7.0,756,private,6,0,1,1,shoulder,0,0.76,19.16647030079181,72.9049224114406,3.39,0.25,5.6,80.0,6.9,0.59,33,cleanliness,0.06,25,0,437.21,0.51,709.83,4,0,0,0.9,42,0,0,1,1,1,4,308,shared,1089.81
1069,Jaipur,3.2,8.9,158,shared,4,0,1,0,low,0,0.57,26.87746556535283,75.8258035018507,5.69,0.16,5.3,69.0,2.1,0.98,36,cleanliness,0.25,60,1,1308.86,0.63,609.44,12,0,0,0.9,2,1,1,0,0,1,3,194,ensuite,1204.72
1070,Manali,0.42,6.3,1867,private,10,1,1,1,low,0,0.66,32.22393874274364,77.13226330385704,0.98,1.11,9.8,41.0,3.7,0.78,10,staff,0.15,67,1,851.0,0.82,581.7,6,0,0,1.1,6,0,1,1,1,1,2,233,shared,1907.21
1071,Goa,3.48,9.5,447,shared,6,0,1,0,low,0,0.69,15.221207320995475,74.20254126281901,2.61,1.69,8.4,47.0,3.8,0.03,13,cleanliness,-0.12,29,0,311.41,0.61,382.29,2,0,0,0.7,11,1,0,1,1,0,3,240,shared,813.93
1072,Udaipur,0.29,7.2,164,shared,4,0,1,0,peak,1,0.44,24.534908857403607,73.74606291456399,1.06,0.18,3.1,82.0,6.4,0.49,5,cleanliness,-0.23,61,0,1410.42,0.73,1383.35,6,0,0,1.1,41,1,0,1,1,1,3,230,shared,1718.05
1073,Hyderabad,0.09,6.5,1711,shared,6,0,1,1,peak,0,0.69,17.46148424169739,78.55958112486837,1.4,3.75,9.7,44.0,6.2,-0.12,28,staff,0.21,61,0,1011.28,0.48,703.75,1,0,0,0.7,3,1,1,0,1,0,2,278,shared,1001.75
1074,Mumbai,5.19,7.7,1123,shared,4,0,1,1,shoulder,0,0.66,19.04816998525587,72.96899621944625,3.62,0.38,8.4,92.0,9.3,0.1,14,value,0.21,80,0,1128.48,0.57,480.67,5,0,0,1.0,11,1,0,0,0,0,3,351,shared,1112.69
1075,Udaipur,0.71,6.2,1731,shared,6,0,1,0,shoulder,1,0.83,24.609510531718975,73.63762819542193,0.17,0.19,4.0,59.0,8.1,0.01,39,staff,-0.19,69,0,1288.26,0.24,1250.55,8,0,0,1.2,4,0,1,0,1,0,1,314,ensuite,1324.67
1076,Mumbai,1.43,8.6,1863,private,6,0,1,1,peak,0,0.79,19.109193123661406,72.7970174460538,1.51,0.34,3.5,45.0,8.7,0.2,10,noise,-0.26,56,0,1282.29,0.49,1095.43,1,0,0,0.7,15,1,0,1,0,0,5,107,ensuite,1553.19
1077,Rishikesh,10.89,9.4,367,shared,4,1,1,0,low,0,0.51,30.143265855028663,78.32828156531792,0.48,0.28,5.2,86.0,9.0,0.61,24,value,0.13,35,0,390.97,0.22,1028.88,11,0,0,0.8,26,0,0,0,0,0,2,219,shared,498.08
1078,Goa,1.23,9.2,1207,private,4,0,1,0,shoulder,0,0.52,15.235860006049126,74.19722521181883,0.83,0.14,7.4,71.0,8.2,0.4,42,noise,0.13,6,1,988.79,0.47,626.94,2,0,0,0.7,44,1,0,0,1,0,4,121,shared,1422.33
1079,Hyderabad,1.06,6.5,1250,private,6,1,1,1,shoulder,0,0.55,17.345962626922887,78.5034522841756,2.07,2.4,7.3,58.0,4.0,0.92,16,cleanliness,-0.19,64,1,1135.49,0.15,757.0,3,0,0,0.8,36,1,0,1,1,1,4,88,ensuite,1502.99
1080,Jaipur,7.51,6.5,1940,shared,2,0,1,1,low,0,0.51,26.90206726829164,75.76050010955011,0.06,1.03,4.9,64.0,2.9,0.06,7,noise,0.1,73,0,402.74,0.56,1225.2,7,0,0,1.2,15,0,1,1,1,0,5,137,ensuite,981.7
1081,Delhi,0.35,9.1,465,private,8,0,1,1,low,0,0.79,28.677068212247654,77.13302592721504,1.8,0.74,6.1,41.0,6.1,0.24,22,staff,-0.13,76,0,566.88,0.33,1003.89,12,0,0,0.9,49,1,1,1,1,0,4,280,shared,1296.98
1082,Kolkata,4.28,9.5,785,shared,8,0,1,1,low,1,1.0,22.66918104657194,88.3250328145185,0.67,4.51,4.5,80.0,7.2,0.2,25,staff,-0.14,40,0,774.98,0.77,680.22,8,0,0,1.2,22,1,1,1,1,1,5,226,ensuite,1407.82
1083,Jaipur,13.28,7.8,1642,shared,8,0,1,1,low,1,0.79,26.979388160642745,75.7349771384307,2.21,0.7,3.4,62.0,4.5,0.08,39,location,-0.11,31,1,1363.83,0.4,420.21,4,0,0,0.9,37,0,0,1,1,0,1,243,shared,707.24
1084,Delhi,6.95,7.9,638,private,6,0,1,0,low,1,0.76,28.7000373509241,77.10012904190546,0.31,0.27,6.6,83.0,8.6,0.99,41,cleanliness,0.01,13,0,1320.76,0.83,1290.3,8,0,0,1.2,10,1,0,1,1,1,4,145,shared,1609.42
1085,Manali,3.16,7.2,1232,shared,6,0,1,0,peak,0,0.65,32.315453725217296,77.13193076552128,2.66,0.48,5.4,78.0,9.6,0.26,23,staff,0.18,32,0,1238.52,0.48,1351.09,1,0,0,0.7,20,1,1,1,1,0,4,136,shared,1248.59
1086,Agra,1.13,9.4,841,shared,10,0,1,1,low,1,0.59,27.14623058951666,78.00484072166303,2.07,0.41,6.8,79.0,6.1,0.93,29,value,-0.0,29,0,1488.33,0.78,1090.67,3,0,0,0.8,32,1,1,0,1,0,1,392,shared,1091.62
1087,Varanasi,0.88,8.5,495,shared,2,0,1,1,shoulder,0,0.95,25.374765664778053,83.06522130109272,7.1,1.04,9.6,88.0,5.1,0.27,22,staff,-0.12,72,0,591.19,0.34,1060.53,4,0,0,0.9,9,0,1,1,1,1,4,187,shared,1288.43
1088,Varanasi,5.13,7.1,542,shared,2,0,1,1,peak,0,0.98,25.26233511962129,83.04185680712348,4.84,0.52,4.0,78.0,8.6,0.04,44,value,0.23,5,0,861.38,0.46,891.48,5,0,0,1.0,31,1,0,1,0,1,4,360,shared,1155.21
1089,Varanasi,6.36,7.1,209,private,4,0,1,0,shoulder,0,0.7,25.372064409045272,83.06222618390001,0.67,1.09,3.0,65.0,1.2,-0.06,34,cleanliness,-0.27,9,0,836.07,0.61,1368.66,11,0,1,0.8,44,0,0,1,1,1,1,220,ensuite,1000.49
1090,Bangalore,2.24,9.4,380,shared,4,1,1,0,low,0,0.57,12.962890680639147,77.65586579496947,0.06,1.66,3.5,63.0,2.2,0.83,46,location,0.18,74,0,1114.72,0.31,1063.57,9,0,0,1.0,40,0,1,0,1,0,1,266,shared,1183.85
1091,Kerala,0.84,6.1,1023,shared,4,0,1,1,shoulder,0,0.86,10.771999864198449,76.24205018718926,2.13,2.25,6.2,47.0,8.6,-0.16,46,location,0.17,19,0,1320.18,0.63,384.41,2,0,0,0.7,31,1,0,1,1,1,1,348,shared,748.73
1092,Pune,0.36,7.2,1992,shared,8,0,1,0,low,0,0.48,18.475052490911114,73.91910904771032,1.85,1.86,7.9,87.0,7.6,0.96,38,noise,-0.15,88,1,890.02,0.33,400.9,7,0,0,1.2,28,0,0,1,1,0,4,234,shared,1370.02
1093,Chennai,0.27,8.1,862,shared,6,0,1,0,shoulder,1,0.86,13.063154924804714,80.35528314871065,0.06,0.35,7.1,86.0,4.7,0.3,14,staff,-0.18,11,0,889.84,0.49,1359.93,3,0,1,0.8,11,1,0,1,0,1,5,308,shared,1395.27
1094,Chennai,3.81,6.6,1481,shared,12,0,1,0,shoulder,0,0.89,13.132558582332889,80.36010715756741,0.26,0.18,6.5,55.0,9.0,0.1,26,cleanliness,0.22,21,0,1029.98,0.12,1337.61,12,0,0,0.9,36,0,1,1,1,1,5,162,ensuite,755.1
1095,Kerala,1.63,6.3,257,shared,4,0,1,0,low,1,0.47,10.765096542946191,76.307739570137,1.76,1.17,5.5,92.0,4.2,0.54,8,noise,0.04,75,0,1190.97,0.16,913.62,10,0,0,0.9,41,1,1,1,1,1,2,259,shared,998.75
1096,Varanasi,7.07,9.1,797,shared,6,1,1,1,shoulder,0,0.99,25.349509399018526,82.91617332876302,4.86,0.33,5.2,75.0,6.7,-0.04,7,cleanliness,-0.27,13,0,541.56,0.28,535.55,2,0,0,0.7,4,1,0,0,1,0,2,224,shared,730.1
1097,Kolkata,4.04,9.4,273,shared,12,1,1,1,peak,0,0.99,22.61580272818657,88.27184583067294,4.74,0.13,5.6,69.0,6.7,-0.11,32,cleanliness,0.23,47,0,1454.23,0.75,941.86,9,0,0,1.0,14,1,1,0,0,0,4,258,shared,1633.69
1098,Hyderabad,0.64,9.1,1091,private,8,1,1,0,shoulder,0,0.96,17.415784273985153,78.41614004563203,0.33,1.12,7.3,41.0,2.7,0.79,26,noise,-0.09,53,0,410.46,0.63,1139.9,3,0,0,0.8,46,1,1,1,1,0,4,81,shared,1733.16
1099,Goa,2.85,9.4,1335,shared,6,1,1,0,peak,0,0.7,15.351433927633511,74.21710938357879,0.97,0.59,4.2,63.0,3.6,0.31,16,cleanliness,-0.09,35,0,327.72,0.81,309.11,8,1,1,1.2,29,1,0,1,0,1,5,219,shared,3000.0
1100,Hyderabad,1.72,8.1,40,private,6,0,1,1,peak,0,0.55,17.32063372320457,78.47911936483855,0.09,2.12,8.4,78.0,9.2,0.42,17,noise,0.09,60,0,730.55,0.82,1205.09,1,0,0,0.7,28,1,0,1,1,1,3,304,ensuite,1327.84
1101,Goa,2.58,9.1,1531,private,8,0,1,0,shoulder,0,0.75,15.316720671012607,74.1949972029664,1.27,0.57,7.0,45.0,2.7,0.01,45,staff,0.1,54,0,1141.72,0.4,811.28,5,0,0,1.0,25,1,1,0,1,0,2,235,shared,1930.19
1102,Hyderabad,4.02,7.5,1282,private,6,1,1,1,peak,0,0.65,17.473228989440777,78.47970883071166,2.8,5.77,4.9,68.0,2.6,-0.13,37,noise,-0.09,13,1,1473.69,0.39,809.48,5,0,0,1.0,23,0,0,1,0,0,5,299,ensuite,2098.33
1103,Pune,4.92,8.5,614,private,4,0,1,1,peak,0,0.52,18.542556853960907,73.88886351669197,3.12,2.13,6.5,100.0,5.3,0.24,23,staff,-0.21,1,0,1419.31,0.77,777.74,6,0,1,1.1,33,1,1,0,1,1,4,302,ensuite,2774.07
1104,Bangalore,5.57,9.8,1810,shared,8,0,1,1,shoulder,1,0.65,12.993867269390591,77.49942815542447,1.38,0.09,9.7,83.0,1.8,0.41,45,location,0.03,1,0,1126.18,0.44,1061.03,7,0,0,1.2,30,1,0,1,1,1,2,238,ensuite,1889.56
1105,Bangalore,0.88,6.9,1304,shared,6,1,1,1,low,0,0.8,13.018887928422654,77.54457298854388,0.2,1.07,3.1,73.0,9.1,0.72,21,noise,0.08,60,1,823.85,0.79,530.41,3,0,0,0.8,9,1,0,1,1,0,2,336,shared,825.29
1106,Varanasi,0.09,7.5,1639,shared,4,1,1,0,low,0,0.44,25.28424084642517,82.96115385600852,0.96,1.24,4.4,72.0,1.9,0.4,38,location,0.22,5,1,1014.96,0.5,967.33,12,0,0,0.9,38,1,0,1,1,1,2,114,ensuite,1022.9
1107,Manali,4.03,7.8,1699,shared,6,0,1,1,peak,1,0.6,32.27969518026431,77.21482620943083,5.38,1.78,6.1,43.0,6.5,0.74,8,noise,-0.01,24,0,1462.39,0.44,348.51,5,0,0,1.0,25,1,1,1,1,0,4,80,shared,1819.85
1108,Delhi,0.34,6.5,1427,private,6,0,1,0,peak,0,0.41,28.787346766662644,77.03680423761064,0.52,1.03,7.5,97.0,4.1,-0.06,43,cleanliness,0.09,66,0,618.6,0.32,1192.48,12,0,0,0.9,18,1,0,1,1,1,5,88,shared,1751.87
1109,Manali,1.13,6.3,1830,shared,10,1,1,0,low,1,0.85,32.14177909460507,77.24161029285409,0.77,0.99,4.5,96.0,8.2,-0.12,12,location,-0.27,22,0,873.94,0.2,1196.99,8,0,0,1.2,43,0,1,1,1,0,3,123,ensuite,1550.03
1110,Udaipur,0.01,9.2,511,private,4,1,1,0,peak,1,0.78,24.659422608221774,73.68538094122725,2.75,0.69,9.5,81.0,6.3,-0.01,37,value,0.24,72,0,1131.48,0.52,643.07,6,0,1,1.1,7,1,0,1,1,0,4,132,shared,3000.0
1111,Bangalore,3.43,9.7,1625,shared,10,1,1,1,low,1,0.44,12.915323666251773,77.65808705384677,2.65,0.48,7.5,46.0,4.5,0.73,5,value,-0.1,27,0,312.36,0.36,415.96,2,0,0,0.7,24,0,1,1,0,0,2,308,shared,935.86
1112,Bangalore,0.55,7.5,1837,private,6,1,1,0,shoulder,0,0.98,12.962784654740075,77.51419381807901,4.87,4.38,9.1,52.0,9.9,0.71,9,value,0.08,24,0,757.51,0.3,1122.52,7,1,0,1.2,40,1,0,0,1,1,1,254,ensuite,2389.53
1113,Jaipur,3.2,6.3,1117,shared,6,0,1,0,peak,0,0.41,26.98286956019053,75.82325131753647,0.98,0.57,5.3,51.0,1.6,-0.03,36,location,0.25,64,0,981.49,0.24,817.24,3,0,0,0.8,21,0,1,1,0,0,5,286,shared,967.52
1114,Jaipur,14.39,6.3,1398,shared,4,0,1,1,shoulder,0,0.75,26.97718242549133,75.7459656666413,1.45,0.1,8.8,71.0,6.2,-0.16,44,staff,0.19,65,0,1381.1,0.41,1317.46,10,0,0,0.9,35,0,1,1,1,0,4,192,shared,626.82
1115,Delhi,0.23,9.4,895,shared,8,0,1,1,low,0,0.87,28.782485495625213,77.16157663482453,1.26,0.27,5.6,52.0,9.9,0.62,5,noise,0.08,78,0,1490.4,0.54,688.83,9,0,0,1.0,43,1,0,0,1,1,2,300,shared,1089.6
1116,Rishikesh,0.24,7.8,558,private,10,0,1,0,low,0,0.87,30.174983358526504,78.24803408540848,5.26,2.92,4.8,82.0,7.2,0.83,39,cleanliness,0.12,42,0,967.59,0.77,1225.66,4,0,1,0.9,11,1,0,1,1,1,3,164,ensuite,1459.72
1117,Udaipur,1.25,7.2,1375,shared,6,1,1,1,shoulder,0,0.42,24.57483139135435,73.74556992645272,2.93,1.33,9.4,73.0,7.7,0.7,26,cleanliness,0.25,39,0,1433.5,0.76,327.86,11,0,0,0.8,2,1,0,1,1,0,2,125,shared,1058.33
1118,Manali,6.04,7.8,848,private,4,1,1,0,peak,1,0.94,32.2708727621602,77.27556105372729,3.56,2.26,3.6,41.0,1.3,0.04,33,location,0.19,79,1,419.12,0.78,1150.07,4,0,0,0.9,15,1,1,0,0,0,2,353,ensuite,2598.21
1119,Kolkata,0.73,7.2,1440,private,6,0,1,1,shoulder,0,0.95,22.550695688105222,88.26802532640275,0.29,2.48,9.6,85.0,1.2,0.5,21,value,0.07,22,0,1141.52,0.56,1046.07,4,0,0,0.9,15,1,1,1,1,0,4,330,shared,1623.83
1120,Jaipur,1.34,7.9,1458,private,8,0,1,0,shoulder,1,0.74,26.882543343498433,75.68952335646688,3.14,2.6,6.2,51.0,1.3,0.71,34,cleanliness,0.1,48,1,780.67,0.55,878.89,10,0,0,0.9,5,0,0,0,1,0,3,298,ensuite,1790.16
1121,Kolkata,0.21,9.3,1777,shared,2,0,1,1,peak,1,0.69,22.558919082119534,88.41795585043535,1.13,1.2,9.9,89.0,9.9,0.11,39,cleanliness,-0.21,7,1,1201.17,0.82,1301.47,10,0,1,0.9,40,0,0,1,1,0,1,266,shared,2318.6
1122,Mumbai,4.32,8.3,1126,private,8,1,1,0,low,0,0.43,19.124615226956536,72.90697861030162,0.05,0.29,6.8,61.0,9.8,0.43,5,staff,-0.02,6,0,1341.27,0.33,1336.21,8,0,1,1.2,16,1,0,1,1,0,4,203,shared,1716.7
1123,Jaipur,1.57,8.6,857,private,6,0,1,1,shoulder,0,0.74,26.912688149428313,75.7458959441009,0.12,0.24,8.3,60.0,4.0,0.18,8,cleanliness,-0.12,20,0,364.47,0.22,1322.65,1,0,0,0.7,44,0,0,1,1,1,5,387,shared,1043.77
1124,Pune,4.27,7.4,623,shared,6,0,1,0,shoulder,0,0.65,18.58321193488967,73.85557934055485,2.27,1.28,3.0,41.0,3.6,0.07,13,cleanliness,-0.04,34,0,1422.57,0.17,957.58,3,0,1,0.8,46,1,0,1,0,0,3,190,ensuite,817.83
1125,Rishikesh,7.02,8.8,421,shared,6,0,1,0,low,1,0.86,30.13594369543923,78.17598713311978,0.93,0.68,6.5,99.0,2.3,0.96,49,noise,0.1,81,1,381.79,0.8,871.34,8,0,0,1.2,21,1,0,1,0,0,1,344,ensuite,1851.3
1126,Udaipur,0.79,8.5,441,shared,4,0,1,0,shoulder,0,0.64,24.489495692224878,73.65098912107226,4.05,1.22,8.2,77.0,4.0,0.9,36,cleanliness,-0.21,60,1,1204.08,0.4,595.87,12,0,0,0.9,45,1,0,1,1,1,1,363,shared,1691.61
1127,Agra,4.94,6.5,687,shared,8,1,1,0,low,0,0.81,27.202747631421232,77.99299927490543,2.65,1.04,8.5,65.0,4.3,0.33,9,noise,-0.29,82,0,382.88,0.5,478.28,7,0,0,1.2,9,1,1,1,1,1,3,145,ensuite,1094.23
1128,Delhi,0.18,8.2,168,shared,8,0,1,1,peak,0,0.46,28.69141422466172,77.1693088832443,0.04,1.38,4.1,46.0,7.7,-0.04,18,value,-0.06,73,0,1334.02,0.74,912.8,6,0,0,1.1,7,1,0,1,1,0,5,292,ensuite,1505.36
1129,Mumbai,6.87,7.0,23,private,6,0,1,1,low,1,0.48,19.06732579783023,72.87363343657202,2.32,0.05,5.9,82.0,8.8,0.67,30,staff,-0.11,67,0,545.98,0.4,463.35,7,0,0,1.2,27,0,0,0,1,0,2,357,ensuite,1337.16
1130,Agra,3.16,9.1,382,shared,6,0,1,1,low,1,0.48,27.24037461077398,78.02537250090519,0.43,0.05,5.9,57.0,7.7,0.11,27,cleanliness,-0.05,29,0,820.88,0.79,489.33,1,0,0,0.7,17,1,0,1,1,1,4,114,shared,587.43
1131,Udaipur,6.22,7.6,234,shared,4,0,1,1,shoulder,0,0.43,24.594921597216935,73.78725075839876,1.1,1.92,3.7,99.0,6.8,0.0,26,staff,0.26,67,1,1419.15,0.36,692.42,8,0,0,1.2,2,1,1,0,0,1,5,185,shared,1451.12
1132,Manali,0.0,9.8,1538,private,8,1,0,1,low,0,0.72,32.316724364691794,77.15046378271776,1.96,0.32,6.1,97.0,7.9,0.26,31,staff,0.12,8,1,1250.48,0.69,505.42,4,0,0,0.9,40,1,1,1,1,1,1,287,shared,1730.08
1133,Varanasi,0.56,6.4,1106,shared,6,0,1,1,low,0,0.88,25.360161118478338,83.01403986422041,4.12,1.58,8.6,84.0,7.6,0.44,29,staff,-0.1,16,0,1242.93,0.63,851.9,1,0,1,0.7,26,0,0,1,1,0,5,238,ensuite,662.33
1134,Pune,1.48,9.0,1282,private,6,0,1,0,shoulder,0,0.77,18.53096800175281,73.92903345173565,1.22,1.19,5.1,98.0,5.3,-0.08,40,location,-0.19,42,0,1216.0,0.26,1030.12,4,0,0,0.9,45,1,1,1,0,0,2,270,shared,1626.02
1135,Udaipur,1.43,8.6,520,shared,6,1,1,1,low,1,0.74,24.63630759523022,73.65302314013924,3.31,6.01,6.0,46.0,4.0,0.49,8,noise,0.07,87,0,983.32,0.2,1067.69,2,0,0,0.7,8,1,1,0,1,1,5,394,ensuite,848.7
1136,Pune,0.77,8.9,612,shared,6,0,1,0,shoulder,1,0.81,18.42806981018508,73.82799563302957,3.06,2.71,9.7,57.0,3.5,-0.18,36,staff,0.09,56,0,1441.72,0.19,886.06,5,0,1,1.0,45,0,1,0,0,0,5,217,shared,1677.68
1137,Kerala,1.44,7.2,225,shared,4,1,1,1,peak,1,0.6,10.755916730965641,76.36706203477787,1.07,0.8,3.2,55.0,7.1,0.87,13,value,-0.01,12,1,1297.96,0.62,873.98,1,1,1,0.7,40,1,1,0,1,1,1,115,shared,1901.42
1138,Pune,0.41,7.9,1635,shared,4,0,1,1,low,0,0.62,18.43706986538417,73.95334371295925,1.39,1.44,7.1,44.0,9.6,0.9,6,cleanliness,-0.17,56,1,828.35,0.11,822.29,1,1,0,0.7,16,1,0,0,1,0,5,292,shared,988.1
1139,Kolkata,1.6,9.0,1574,shared,4,0,1,1,peak,0,0.59,22.56011306502943,88.30854598605879,2.41,0.19,8.2,98.0,6.2,0.68,46,staff,-0.28,25,0,1191.07,0.63,569.79,5,0,0,1.0,20,0,0,1,1,1,4,126,ensuite,1896.32
