hostel_id,distance_to_center_km,rating,num_reviews,beds_in_room,breakfast_included,wifi,laundry,weekend,occupancy_rate,latitude,longitude,distance_to_transport_hub_km,distance_to_popular_places,neighbourhood_popularity_score,walkability_score,noise_level_index,sentiment_score,review_keywords_count,recent_sentiment_trend,days_until_checkin,surge_pricing_flag,competitor_average_price,competitor_availability,price_last_week,month,holiday_or_festival,special_event_flag,seasonal_index,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,demand_index,rating_reviews_interaction,distance_season_interaction,price_occupancy_ratio,room_density,amenities_score,location_quality,popularity_index,value_score,weekend_premium,sentiment_quality,booking_urgency,last_minute_multiplier,city_encoded,cluster_label
1096,7.07,9.1,797,6,1,1,1,0,0.99,25.34950939901853,82.91617332876302,4.86,0.33,5.2,75.0,6.7,-0.04,7,-0.27,13,0,541.56,0.28,535.55,2,0,0,0.7,4,1,0,0,1,0,2,224,0.8187398699349675,60.80718823679326,14.14,0.12267657992565055,0.026785714285714284,5,4.513000000000001,6.080718823679326,1.0,0.0,-0.364,0,0.6483443410015097,14,3
1097,4.04,9.4,273,12,1,1,1,0,0.99,22.61580272818657,88.27184583067294,4.74,0.13,5.6,69.0,6.7,-0.11,32,0.23,47,0,1454.23,0.75,941.86,9,0,0,1.0,14,1,1,0,0,0,4,258,0.8053136568284143,52.763404200047866,12.120000000000001,0.19642857142857142,0.046511627906976744,5,5.334,5.276340420004787,0.3333333333333333,0.0,-1.034,0,0.20873982339007963,8,3
1098,0.64,9.1,1091,8,1,1,0,0,0.96,17.415784273985153,78.41614004563203,0.33,1.12,7.3,41.0,2.7,0.79,26,-0.09,53,0,410.46,0.63,1139.9,3,0,0,0.8,46,1,1,1,1,0,4,81,0.8361545772886443,63.661472022374134,1.28,0.5853658536585366,0.09876543209876543,6,6.694999999999999,6.366147202237413,0.1276595744680851,0.0,7.189,0,0.17090171280152483,5,1
1099,2.85,9.4,1335,6,1,1,0,0,0.7,15.351433927633511,74.21710938357879,0.97,0.59,4.2,63.0,3.6,0.31,16,-0.09,35,0,327.72,0.81,309.11,8,1,1,1.2,29,1,0,1,0,1,5,219,0.7955667833916958,67.65589232850796,8.55,0.1818181818181818,0.0273972602739726,4,5.918000000000001,6.765589232850796,0.13333333333333333,0.0,2.914,0,0.3114032239145977,4,3
1100,1.72,8.1,40,6,0,1,1,0,0.55,17.32063372320457,78.47911936483855,0.09,2.12,8.4,78.0,9.2,0.42,17,0.09,60,0,730.55,0.82,1205.09,1,0,0,0.7,28,1,0,1,1,1,3,304,0.5670020010005002,30.07993374030489,5.16,0.2022058823529412,0.019736842105263157,5,7.074999999999999,3.007993374030489,0.1724137931034483,0.0,3.4019999999999997,0,0.1353352832366127,5,4
1101,2.58,9.1,1531,8,0,1,0,0,0.75,15.316720671012607,74.1949972029664,1.27,0.57,7.0,45.0,2.7,0.01,45,0.1,54,0,1141.72,0.4,811.28,5,0,0,1.0,25,1,1,0,1,0,2,235,0.796176588294147,66.74239708773487,5.16,0.20949720670391062,0.03404255319148936,4,6.079,6.674239708773487,0.15384615384615385,0.0,0.091,0,0.16529888822158653,4,3
1102,4.02,7.5,1282,6,1,1,1,0,0.65,17.473228989440777,78.47970883071166,2.8,5.77,4.9,68.0,2.6,-0.13,37,-0.09,13,1,1473.69,0.39,809.48,5,0,0,1.0,23,0,0,1,0,0,5,299,0.713264132066033,53.67717273461727,12.059999999999999,0.12948207171314743,0.020066889632107024,4,5.774,5.367717273461727,0.16666666666666666,0.0,-0.9750000000000001,0,0.6483443410015097,5,2
1103,4.92,8.5,614,4,0,1,1,0,0.52,18.542556853960907,73.88886351669197,3.12,2.13,6.5,100.0,5.3,0.24,23,-0.21,1,0,1419.31,0.77,777.74,6,0,1,1.1,33,1,1,0,1,1,4,302,0.6244307153576788,54.5837892763554,14.76,0.08783783783783784,0.013245033112582781,5,6.481999999999999,5.45837892763554,0.14705882352941177,0.0,2.04,1,0.9672161004820059,11,4
1104,5.57,9.8,1810,8,0,1,1,1,0.65,12.993867269390591,77.49942815542447,1.38,0.09,9.7,83.0,1.8,0.41,45,0.03,1,0,1126.18,0.44,1061.03,7,0,0,1.2,30,1,0,1,1,1,2,238,0.8050905452726363,73.51601768725746,11.14,0.0989345509893455,0.03361344537815126,5,6.941000000000001,7.351601768725746,0.16129032258064516,0.65,4.018,1,0.9672161004820059,1,1
1105,0.88,6.9,1304,6,1,1,1,0,0.8,13.018887928422654,77.54457298854388,0.2,1.07,3.1,73.0,9.1,0.72,21,0.08,60,1,823.85,0.79,530.41,3,0,0,0.8,9,1,0,1,1,0,2,336,0.6874652326163083,49.50031240632188,0.88,0.4255319148936171,0.017857142857142856,6,6.116,4.950031240632188,0.6,0.0,4.968,0,0.1353352832366127,1,2
1106,0.09,7.5,1639,4,1,1,0,0,0.44,25.28424084642517,82.96115385600852,0.96,1.24,4.4,72.0,1.9,0.4,38,0.22,5,1,1014.96,0.5,967.33,12,0,0,0.9,38,1,0,1,1,1,2,114,0.5949819909954979,55.51838640613683,0.09,0.40366972477064217,0.03508771929824561,5,7.227,5.551838640613683,0.1282051282051282,0.0,3.0,1,0.8464817248906141,14,2
1107,4.03,7.8,1699,6,0,1,1,1,0.6,32.27969518026431,77.21482620943083,5.38,1.78,6.1,43.0,6.5,0.74,8,-0.01,24,0,1462.39,0.44,348.51,5,0,0,1.0,25,1,1,1,1,0,4,80,0.743984992496248,58.019391534345594,12.09,0.11928429423459244,0.075,6,4.612999999999999,5.801939153434559,0.23076923076923078,0.6,5.772,0,0.44932896411722156,9,2
1108,0.34,6.5,1427,6,0,1,0,0,0.41,28.787346766662644,77.03680423761064,0.52,1.03,7.5,97.0,4.1,-0.06,43,0.09,66,0,618.6,0.32,1192.48,12,0,0,0.9,18,1,0,1,1,1,5,88,0.6017713856928464,47.21619592884694,1.02,0.3059701492537313,0.06818181818181818,4,8.346,4.721619592884695,0.21052631578947367,0.0,-0.39,0,0.11080315836233387,3,2
1109,1.13,6.3,1830,10,1,1,0,1,0.85,32.14177909460507,77.24161029285409,0.77,0.99,4.5,96.0,8.2,-0.12,12,-0.27,22,0,873.94,0.2,1196.99,8,0,0,1.2,43,0,1,1,1,0,3,123,0.7420915457728865,47.329490531449416,1.13,0.39906103286384975,0.08130081300813008,5,7.0440000000000005,4.732949053144941,0.11363636363636363,0.85,-0.756,0,0.4803053010897994,9,2
1110,0.01,9.2,511,4,1,1,0,1,0.78,24.65942260822177,73.68538094122725,2.75,0.69,9.5,81.0,6.3,-0.01,37,0.24,72,0,1131.48,0.52,643.07,6,0,1,1.1,7,1,0,1,1,0,4,132,0.7391255627813907,57.39258655036347,0.03,0.7722772277227723,0.030303030303030304,5,7.922,5.7392586550363465,0.625,0.78,-0.092,0,0.09071795328941251,13,1
1111,3.43,9.7,1625,10,1,1,1,1,0.44,12.915323666251773,77.65808705384677,2.65,0.48,7.5,46.0,4.5,0.73,5,-0.1,27,0,312.36,0.36,415.96,2,0,0,0.7,24,0,1,1,0,0,2,308,0.6595812906453227,71.72061941404522,3.43,0.09932279909706547,0.032467532467532464,5,5.636,7.172061941404522,0.2,0.44,7.0809999999999995,0,0.4065696597405991,1,1
1112,0.55,7.5,1837,6,1,1,0,0,0.98,12.962784654740076,77.51419381807901,4.87,4.38,9.1,52.0,9.9,0.71,9,0.08,24,0,757.51,0.3,1122.52,7,1,0,1.2,40,1,0,0,1,1,1,254,0.8707918959479739,56.37324977186724,1.1,0.632258064516129,0.023622047244094488,4,6.2379999999999995,5.637324977186724,0.0975609756097561,0.0,5.324999999999999,0,0.44932896411722156,1,2
1113,3.2,6.3,1117,6,0,1,0,0,0.41,26.98286956019053,75.82325131753647,0.98,0.57,5.3,51.0,1.6,-0.03,36,0.25,64,0,981.49,0.24,817.24,3,0,0,0.8,21,0,1,1,0,0,5,286,0.5647558779389694,44.22156891840478,9.600000000000001,0.0976190476190476,0.02097902097902098,3,5.872,4.422156891840478,0.13636363636363635,0.0,-0.189,0,0.1184418290138037,6,2
1114,14.39,6.3,1398,4,0,1,1,0,0.75,26.97718242549133,75.7459656666413,1.45,0.1,8.8,71.0,6.2,-0.16,44,0.19,65,0,1381.1,0.41,1317.46,10,0,0,0.9,35,0,1,1,1,0,4,192,0.6988699349674837,45.63413174039253,28.78,0.04873294346978557,0.020833333333333332,5,3.308,4.563413174039253,0.1388888888888889,0.0,-1.008,0,0.11455884399268773,6,0
1115,0.23,9.4,895,8,0,1,1,0,0.87,28.782485495625213,77.16157663482453,1.26,0.27,5.6,52.0,9.9,0.62,5,0.08,78,0,1490.4,0.54,688.83,9,0,0,1.0,43,1,0,0,1,1,2,300,0.7495447723861932,63.900639881964345,0.23,0.7073170731707317,0.02666666666666667,4,5.994999999999999,6.3900639881964345,0.09090909090909091,0.0,5.828,0,0.07427357821433388,3,3
1116,0.24,7.8,558,10,0,1,0,0,0.87,30.174983358526504,78.24803408540848,5.26,2.92,4.8,82.0,7.2,0.83,39,0.12,42,0,967.59,0.77,1225.66,4,0,1,0.9,11,1,0,1,1,1,3,164,0.6678279139569786,49.34396589060977,0.24,0.7016129032258065,0.06097560975609756,4,6.602,4.934396589060977,0.3333333333333333,0.0,6.473999999999999,0,0.2465969639416065,12,3
1117,1.25,7.2,1375,6,1,1,1,0,0.42,24.57483139135435,73.74556992645272,2.93,1.33,9.4,73.0,7.7,0.7,26,0.25,39,0,1433.5,0.76,327.86,11,0,0,0.8,2,1,0,1,1,0,2,125,0.5915687843921961,52.03393933315168,2.5,0.18666666666666665,0.048,6,7.131999999999999,5.2033939333151675,2.0,0.0,5.04,0,0.2725317930340126,13,2
1118,6.04,7.8,848,4,1,1,0,1,0.94,32.2708727621602,77.27556105372729,3.56,2.26,3.6,41.0,1.3,0.04,33,0.19,79,1,419.12,0.78,1150.07,4,0,0,0.9,15,1,1,0,0,0,2,353,0.7948424212106052,52.603661653228514,18.12,0.13352272727272727,0.0113314447592068,4,4.152,5.260366165322852,0.25,0.94,0.312,0,0.07183860068931329,9,3
1119,0.73,7.2,1440,6,0,1,1,0,0.95,22.550695688105225,88.26802532640275,0.29,2.48,9.6,85.0,1.2,0.5,21,0.07,22,0,1141.52,0.56,1046.07,4,0,0,0.9,15,1,1,1,1,0,4,330,0.8100720360180089,52.36626669119656,1.46,0.5491329479768786,0.01818181818181818,6,8.602,5.236626669119656,0.375,0.0,3.6,0,0.4803053010897994,8,1
1120,1.34,7.9,1458,8,0,1,0,1,0.74,26.882543343498437,75.68952335646688,3.14,2.6,6.2,51.0,1.3,0.71,34,0.1,48,1,780.67,0.55,878.89,10,0,0,0.9,5,0,0,0,1,0,3,298,0.7488729364682339,57.555501733330004,2.68,0.3162393162393163,0.026845637583892617,2,6.424,5.755550173333001,0.3333333333333333,0.74,5.609,0,0.20189651799465538,6,2
1121,0.21,9.3,1777,2,0,1,1,1,0.69,22.55891908211953,88.41795585043535,1.13,1.2,9.9,89.0,9.9,0.11,39,-0.21,7,1,1201.17,0.82,1301.47,10,0,1,0.9,40,0,0,1,1,0,1,266,0.8327888944472236,69.59417306948681,0.63,0.5702479338842975,0.007518796992481203,4,7.984,6.959417306948682,0.0975609756097561,0.69,1.0230000000000001,0,0.7918895663367816,8,1
1122,4.32,8.3,1126,8,1,1,0,0,0.43,19.124615226956536,72.90697861030162,0.05,0.29,6.8,61.0,9.8,0.43,5,-0.02,6,0,1341.27,0.33,1336.21,8,0,1,1.2,16,1,0,1,1,0,4,203,0.5636563281640821,58.32671046653015,4.32,0.08082706766917293,0.03940886699507389,5,5.409,5.832671046653015,0.29411764705882354,0.0,3.5690000000000004,1,0.8187307530779818,10,1
1123,1.57,8.6,857,6,0,1,1,0,0.74,26.912688149428316,75.7458959441009,0.12,0.24,8.3,60.0,4.0,0.18,8,-0.12,20,0,364.47,0.22,1322.65,1,0,0,0.7,44,0,0,1,1,1,5,387,0.7097428714357179,58.08959525559647,3.14,0.28793774319066145,0.015503875968992248,4,7.077,5.808959525559647,0.08888888888888889,0.0,1.5479999999999998,0,0.513417119032592,6,1
1124,4.27,7.4,623,6,0,1,0,0,0.65,18.58321193488967,73.85557934055485,2.27,1.28,3.0,41.0,3.6,0.07,13,-0.04,34,0,1422.57,0.17,957.58,3,0,1,0.8,46,1,0,1,0,0,3,190,0.6143311655827913,47.62751272593377,8.54,0.12333965844402278,0.031578947368421054,3,4.462,4.762751272593377,0.06382978723404255,0.0,0.5180000000000001,0,0.3219582715376759,11,4
1125,7.02,8.8,421,6,0,1,0,1,0.86,30.13594369543923,78.17598713311978,0.93,0.68,6.5,99.0,2.3,0.96,49,0.1,81,1,381.79,0.8,871.34,8,0,0,1.2,21,1,0,1,0,0,1,344,0.6801210605302652,53.19604676351691,7.02,0.10723192019950126,0.01744186046511628,3,6.341000000000001,5.319604676351691,0.13636363636363635,0.86,8.448,0,0.06720551273974976,12,0
1126,0.79,8.5,441,4,0,1,0,0,0.64,24.48949569222488,73.65098912107226,4.05,1.22,8.2,77.0,4.0,0.9,36,-0.21,60,1,1204.08,0.4,595.87,12,0,0,0.9,45,1,0,1,1,1,1,363,0.6251220610305153,51.77613399766043,1.58,0.3575418994413408,0.011019283746556474,4,7.408,5.177613399766043,0.08695652173913043,0.0,7.65,0,0.1353352832366127,13,1
1127,4.94,6.5,687,8,1,1,0,0,0.81,27.202747631421232,77.99299927490543,2.65,1.04,8.5,65.0,4.3,0.33,9,-0.29,82,0,382.88,0.5,478.28,7,0,0,1.2,9,1,1,1,1,1,3,145,0.617734367183592,42.46962744656673,4.94,0.13636363636363635,0.05517241379310345,6,5.973000000000001,4.246962744656673,0.6,0.0,2.145,0,0.06500225396303454,0,4
1128,0.18,8.2,168,8,0,1,1,0,0.46,28.69141422466172,77.1693088832443,0.04,1.38,4.1,46.0,7.7,-0.04,18,-0.06,73,0,1334.02,0.74,912.8,6,0,0,1.1,7,1,0,1,1,0,5,292,0.5468084042021011,42.0651694623692,0.54,0.3898305084745763,0.0273972602739726,5,5.872000000000002,4.20651694623692,0.625,0.0,-0.32799999999999996,0,0.08774386502429433,3,4
1129,6.87,7.0,23,6,0,1,1,1,0.48,19.06732579783023,72.87363343657202,2.32,0.05,5.9,82.0,8.8,0.67,30,-0.11,67,0,545.98,0.4,463.35,7,0,0,1.2,27,0,0,0,1,0,2,357,0.4343011505752876,22.24637681243562,6.87,0.06099110546378653,0.01680672268907563,3,4.967,2.224637681243562,0.10714285714285714,0.48,4.69,0,0.10717059875230674,10,4
1130,3.16,9.1,382,6,0,1,1,1,0.48,27.24037461077398,78.02537250090519,0.43,0.05,5.9,57.0,7.7,0.11,27,-0.05,29,0,820.88,0.79,489.33,1,0,0,0.7,17,1,0,1,1,1,4,114,0.5332191095547774,54.127118401543875,3.16,0.11538461538461538,0.05263157894736842,5,5.6290000000000004,5.412711840154388,0.2777777777777778,0.48,1.001,0,0.38034875658925854,0,4
1131,6.22,7.6,234,4,0,1,1,0,0.43,24.59492159721693,73.78725075839876,1.1,1.92,3.7,99.0,6.8,0.0,26,0.26,67,1,1419.15,0.36,692.42,8,0,0,1.2,2,1,1,0,0,1,5,185,0.4934117058529265,41.492849907495604,12.44,0.05955678670360111,0.021621621621621623,4,5.554,4.14928499074956,1.3333333333333333,0.0,0.0,0,0.10717059875230674,13,4
1132,0.0,9.8,1538,8,1,0,1,0,0.72,32.316724364691794,77.15046378271776,1.96,0.32,6.1,97.0,7.9,0.26,31,0.12,8,1,1250.48,0.69,505.42,4,0,0,0.9,40,1,1,1,1,1,1,287,0.7658769384692348,71.92110371162103,0.0,0.72,0.027874564459930314,6,7.644,7.192110371162103,0.14634146341463414,0.0,2.5480000000000005,0,0.7659283383646487,9,3
1133,0.56,6.4,1106,6,0,1,1,0,0.88,25.360161118478334,83.01403986422041,4.12,1.58,8.6,84.0,7.6,0.44,29,-0.1,16,0,1242.93,0.63,851.9,1,0,1,0.7,26,0,0,1,1,0,5,238,0.684655327663832,44.86021716933528,0.56,0.5641025641025641,0.025210084033613446,4,7.4,4.486021716933528,0.14814814814814814,0.0,2.8160000000000003,0,0.5866462195100318,14,2
1134,1.48,9.0,1282,6,0,1,0,0,0.77,18.53096800175281,73.92903345173565,1.22,1.19,5.1,98.0,5.3,-0.08,40,-0.19,42,0,1216.0,0.26,1030.12,4,0,0,0.9,45,1,1,1,0,0,2,270,0.7762641320660331,64.41260728154073,2.96,0.31048387096774194,0.022222222222222223,4,7.364,6.441260728154073,0.08695652173913043,0.0,-0.72,0,0.2465969639416065,11,3
1135,1.43,8.6,520,6,1,1,1,1,0.74,24.63630759523022,73.65302314013924,3.31,6.01,6.0,46.0,4.0,0.49,8,0.07,87,0,983.32,0.2,1067.69,2,0,0,0.7,8,1,1,0,1,1,5,394,0.6360260130065033,53.79945035907895,1.43,0.3045267489711935,0.015228426395939087,6,5.919999999999999,5.3799450359078955,0.6666666666666666,0.74,4.2139999999999995,0,0.05502322005640723,13,4
1136,0.77,8.9,612,6,0,1,0,1,0.81,18.42806981018508,73.82799563302957,3.06,2.71,9.7,57.0,3.5,-0.18,36,0.09,56,0,1441.72,0.19,886.06,5,0,1,1.0,45,0,1,0,0,0,5,217,0.7222306153076539,57.12344792983229,1.54,0.4576271186440678,0.027649769585253458,2,7.263000000000001,5.712344792983229,0.043478260869565216,0.81,-1.602,0,0.1546382645492548,11,1
1137,1.44,7.2,225,4,1,1,1,1,0.6,10.75591673096564,76.36706203477787,1.07,0.8,3.2,55.0,7.1,0.87,13,-0.01,12,1,1297.96,0.62,873.98,1,1,1,0.7,40,1,1,0,1,1,1,115,0.5785112556278139,39.02785199476046,4.32,0.2459016393442623,0.034782608695652174,6,5.541,3.902785199476046,0.14634146341463414,0.6,6.264,0,0.6703200460356393,7,4
1138,0.41,7.9,1635,4,0,1,1,0,0.62,18.43706986538417,73.95334371295925,1.39,1.44,7.1,44.0,9.6,0.9,6,-0.17,56,1,828.35,0.11,822.29,1,1,0,0.7,16,1,0,0,1,0,5,292,0.6785817908954478,58.46007518558527,0.41,0.4397163120567376,0.0136986301369863,4,6.018,5.846007518558527,0.23529411764705882,0.0,7.11,0,0.1546382645492548,11,2
1139,1.6,9.0,1574,4,0,1,1,0,0.59,22.56011306502943,88.30854598605879,2.41,0.19,8.2,98.0,6.2,0.68,46,-0.28,25,0,1191.07,0.63,569.79,5,0,0,1.0,20,0,0,1,1,1,4,126,0.7634787393696848,66.2580949613376,4.800000000000001,0.2269230769230769,0.031746031746031744,4,7.739,6.62580949613376,0.19047619047619047,0.0,6.12,0,0.4345982085070782,8,1
1140,4.86,6.9,1980,8,1,1,1,0,0.83,10.79759002912539,76.18438916777853,0.06,0.73,8.3,44.0,9.2,0.36,43,-0.14,60,0,1497.73,0.73,1019.67,2,0,1,0.7,32,1,1,1,0,0,3,315,0.7670990495247625,52.38036362222,4.86,0.1416382252559727,0.025396825396825397,6,5.096,5.238036362222,0.18181818181818182,0.0,2.484,0,0.1353352832366127,7,2
1141,1.96,6.9,1850,4,1,1,0,0,0.5,17.48185225888316,78.44088432226201,4.43,1.99,8.0,91.0,1.1,0.11,29,-0.03,61,1,1345.2,0.34,1022.73,9,1,0,1.0,32,0,1,1,1,0,1,126,0.6220925462731366,51.91202105675713,1.96,0.16891891891891891,0.031746031746031744,5,7.689,5.191202105675713,0.15151515151515152,0.0,0.759,0,0.13089846490974433,5,2
1142,0.05,8.1,1972,4,0,1,1,0,0.41,27.185158027802277,77.98764639146074,2.94,1.46,8.1,86.0,8.2,0.69,14,0.17,18,0,301.47,0.7,581.39,10,0,0,0.9,35,0,0,1,0,0,3,176,0.7042986493246622,61.45721509878318,0.15000000000000002,0.3904761904761904,0.022727272727272728,3,7.571,6.145721509878318,0.08333333333333333,0.0,5.5889999999999995,0,0.5488116360940265,0,2
1143,1.64,8.0,997,8,0,1,1,1,0.76,25.350083149216232,82.96210112018623,0.57,0.99,3.4,63.0,8.7,0.92,41,0.21,80,0,1185.46,0.23,1070.63,7,0,0,1.2,15,1,0,1,0,1,5,311,0.7437498749374688,55.24602621049171,4.92,0.2878787878787879,0.02572347266881029,4,5.650999999999999,5.524602621049171,0.25,0.76,7.36,0,0.06948345122280154,14,3
1144,0.08,7.1,1253,4,0,1,1,0,0.97,10.80626402724934,76.2948612614661,7.95,0.29,6.7,41.0,6.7,-0.01,29,-0.05,29,0,1377.46,0.87,1243.81,4,0,0,0.9,42,1,0,0,1,0,2,101,0.7963626813406702,50.65206542046935,0.16,0.898148148148148,0.039603960396039604,4,5.5809999999999995,5.065206542046935,0.09302325581395349,0.0,-0.071,0,0.38034875658925854,7,2
1145,10.17,7.1,849,8,0,1,1,1,0.77,32.203959381717524,77.2686005520263,0.4,2.44,8.5,40.0,9.4,0.36,44,0.18,89,0,693.3,0.29,954.18,7,1,0,1.2,32,0,0,1,0,0,1,382,0.6759424712356178,47.89117808133897,20.34,0.06893464637421666,0.020942408376963352,3,3.369,4.789117808133897,0.09090909090909091,0.77,2.5559999999999996,0,0.05147460670170076,9,0
1146,0.41,7.1,736,6,0,1,1,0,0.87,19.04309238282823,72.84376960238144,4.91,0.48,3.7,52.0,6.3,0.18,33,0.3,12,0,1472.99,0.49,429.29,8,0,0,1.2,30,1,0,1,0,0,5,203,0.7346368184092046,46.87837403454429,1.23,0.6170212765957447,0.029556650246305417,4,5.556,4.687837403454429,0.12903225806451613,0.0,1.2779999999999998,0,0.6703200460356393,10,4
1147,3.69,8.9,1254,4,1,1,1,0,0.8,24.62514714103006,73.78249690709984,0.78,2.58,3.1,70.0,3.2,0.23,41,0.13,48,0,781.56,0.88,659.99,8,0,0,1.2,19,1,0,0,1,1,5,314,0.742462731365683,63.50052857893637,3.69,0.1705756929637527,0.012738853503184714,5,5.715,6.350052857893637,0.25,0.0,2.047,0,0.20189651799465538,13,3
1148,10.81,8.5,1422,6,0,1,1,0,0.7,15.294041241537862,74.04269578418533,2.88,1.42,8.7,67.0,2.9,0.29,9,0.14,81,0,805.41,0.83,402.07,8,0,0,1.2,24,1,1,1,0,0,2,261,0.7472711355677838,61.71444208376374,21.62,0.059271803556308206,0.022988505747126436,5,4.428999999999999,6.171444208376374,0.2,0.0,2.465,0,0.06720551273974976,4,0
1149,5.25,9.2,563,2,0,1,1,0,0.83,19.07953673050601,72.78607493979464,1.22,0.7,8.0,75.0,6.0,0.94,18,0.25,84,0,493.05,0.63,632.23,12,0,0,0.9,2,1,1,1,1,0,5,297,0.694328164082041,58.28249911378214,5.25,0.1328,0.006734006734006734,6,6.053000000000001,5.828249911378213,2.0,0.0,8.648,0,0.06081006262521797,10,1
1150,3.61,9.7,1680,8,0,0,1,0,0.89,17.403400596431872,78.48750903662469,2.67,0.06,5.9,86.0,9.2,0.11,37,-0.1,50,1,415.91,0.4,533.14,5,0,0,1.0,21,1,1,1,1,0,4,345,0.8850840420210105,72.04329809406357,7.22,0.19305856832971804,0.02318840579710145,5,5.989999999999999,7.2043298094063575,0.22727272727272727,0.0,1.067,0,0.18887560283756183,5,3
1151,5.49,7.8,1075,6,0,1,1,1,0.53,19.129762331247644,72.78963244466613,0.34,0.4,9.6,63.0,1.7,0.39,31,-0.29,8,0,943.91,0.66,910.09,7,0,0,1.2,42,1,0,0,0,1,2,243,0.6235537768884442,54.45184477762949,10.98,0.08166409861325116,0.024691358024691357,3,6.4590000000000005,5.445184477762949,0.06976744186046512,0.53,3.042,0,0.7659283383646487,10,1
1152,12.02,6.3,685,4,1,1,1,0,0.6,12.889673949702496,77.57309796024684,0.63,3.3,8.4,50.0,6.4,0.94,9,0.29,28,0,1023.33,0.47,765.9,11,0,1,0.8,16,1,1,0,1,1,1,363,0.5675342671335668,41.14452905467307,24.04,0.04608294930875576,0.011019283746556474,6,3.3710000000000004,4.114452905467307,0.35294117647058826,0.0,5.922,0,0.39324072086859824,1,0
1153,2.91,6.2,882,4,0,1,1,1,0.53,32.29497478244377,77.26805562337384,0.21,2.56,9.8,88.0,7.9,0.37,48,-0.01,82,0,740.28,0.19,1094.95,7,0,0,1.2,40,0,0,0,1,0,1,249,0.5862441220610305,42.05661624374455,8.73,0.13554987212276215,0.01606425702811245,3,7.4159999999999995,4.205661624374455,0.07317073170731707,0.53,2.294,0,0.06500225396303454,9,2
1154,2.46,7.1,292,6,0,1,0,1,0.67,15.311947013775036,74.07229660724148,4.01,1.28,9.5,60.0,2.0,0.84,19,0.17,7,0,1027.93,0.74,699.35,2,0,0,0.7,39,1,0,0,1,1,3,174,0.5402146073036518,40.329225524021176,2.46,0.19364161849710984,0.034482758620689655,3,6.861,4.032922552402118,0.075,0.67,5.9639999999999995,0,0.7918895663367816,4,4
1155,2.97,9.5,1091,4,1,1,1,0,0.93,10.884319088971052,76.31229515502498,0.7,0.94,6.4,57.0,2.1,-0.13,7,0.19,80,1,773.61,0.8,470.19,3,0,0,0.8,36,1,1,1,1,1,4,224,0.8661545772886443,66.45977848489608,8.91,0.23425692695214106,0.017857142857142856,7,6.319,6.645977848489608,0.1891891891891892,0.0,-1.235,0,0.06948345122280154,7,1
1156,2.28,8.0,1847,4,0,1,1,1,0.61,10.816010352968153,76.23157307847802,2.37,1.56,8.3,86.0,4.3,0.94,5,-0.06,75,0,1341.82,0.43,559.63,11,0,0,0.8,41,1,1,1,1,1,4,383,0.738792396198099,60.174874017613035,4.56,0.18597560975609756,0.010443864229765013,6,7.389,6.017487401761303,0.14285714285714285,0.61,7.52,0,0.0820849986238988,7,2
1157,3.02,7.0,843,6,0,1,0,0,0.62,10.83237736736329,76.18008401104844,3.43,0.94,7.7,96.0,3.5,0.03,28,0.02,14,0,1444.59,0.63,900.36,2,0,0,0.7,2,0,0,1,1,1,1,387,0.6423421710855427,47.1670674621717,9.06,0.15422885572139305,0.015503875968992248,3,7.321000000000001,4.71670674621717,1.0,0.0,0.21,0,0.6270890852730561,7,2
1158,1.79,7.5,546,8,0,1,0,1,0.92,17.331233163930786,78.49803811628206,4.63,1.55,8.7,95.0,2.8,0.98,16,0.02,68,0,1012.25,0.12,794.84,3,0,0,0.8,16,1,1,1,0,1,5,175,0.7476273136568283,47.283366018164855,5.37,0.32974910394265233,0.045714285714285714,4,7.8100000000000005,4.728336601816485,0.23529411764705882,0.92,7.35,0,0.10365712861152786,5,1
1159,0.74,8.3,1106,6,1,1,0,0,0.71,22.66845999948348,88.43087069810736,0.22,0.55,8.5,48.0,2.8,0.01,49,-0.17,33,1,1310.73,0.26,346.87,9,1,0,1.0,29,0,1,1,0,1,4,267,0.7436553276638318,58.178094141481694,2.2199999999999998,0.40804597701149425,0.02247191011235955,4,7.116,5.8178094141481695,0.13333333333333333,0.0,0.083,0,0.33287108369807955,8,1
1160,0.38,8.5,1918,8,1,1,1,0,0.72,27.176100594502064,77.98999368966852,4.47,2.73,4.1,70.0,2.2,0.33,18,-0.23,51,0,1324.49,0.56,530.94,7,0,1,1.2,7,0,1,1,1,0,4,130,0.764895947973987,64.25625571606545,0.38,0.5217391304347826,0.06153846153846154,6,6.639,6.425625571606545,0.75,0.0,2.805,0,0.18268352405273466,0,3
1161,0.21,6.6,932,10,0,1,0,0,0.92,24.68461538315932,73.73595876529163,0.44,1.82,4.6,46.0,6.5,0.17,46,0.03,49,1,1156.52,0.32,626.41,4,0,0,0.9,15,1,0,1,1,1,5,386,0.7592466233116558,45.133474325592466,0.63,0.7603305785123967,0.025906735751295335,4,6.042999999999999,4.513347432559247,0.25,0.0,1.122,0,0.19527756283568573,13,2
